step,qeco_qoe,qeco_delay,qeco_energy,qeco_drop,qeco_completion_rate,qeco_adapt_general_qoe,qeco_adapt_general_delay,qeco_adapt_general_energy,qeco_adapt_general_drop,qeco_adapt_general_completion_rate,qeco_adaptive_gate_qoe,qeco_adaptive_gate_delay,qeco_adaptive_gate_energy,qeco_adaptive_gate_drop,qeco_adaptive_gate_completion_rate,qeco_adapt2_qoe,qeco_adapt2_delay,qeco_adapt2_energy,qeco_adapt2_drop,qeco_adapt2_completion_rate
101,-1.52126070,8.92812651,8.80002468,26407.00000000,0.24892631,6.48414177,8.55581792,10.34978461,19769.00000000,0.43758179,6.45771736,8.55695047,10.12817757,19733.00000000,0.43697215,6.45052358,8.55798009,10.33457050,19797.00000000,0.43678521
102,-4.26393193,8.89432213,35.34401925,6308.00000000,0.26906141,4.84492357,8.55761436,21.32403303,4909.00000000,0.43149971,3.27088255,8.37990253,31.03930727,4911.00000000,0.43014621,4.93055769,8.54128547,21.28960682,4892.00000000,0.43346844
103,-1.37154551,8.92047435,9.05935877,26147.00000000,0.25283612,6.62625335,8.54338878,10.54342617,19572.00000000,0.44057623,6.71064892,8.53605088,10.31209939,19438.00000000,0.44318084,6.68157953,8.53395644,10.38176045,19534.00000000,0.44166238
104,-0.17504289,8.32160804,50.26283283,1650.00000000,0.44723618,12.16219821,7.46959459,14.51414472,1215.00000000,0.58952703,1.91418449,8.12097327,48.63924456,1466.00000000,0.49760110,12.14754339,7.45945946,14.65055143,1215.00000000,0.58952703
105,-1.15676099,8.90772823,9.20484794,25780.00000000,0.25686778,6.98552284,8.52283164,10.29776767,19078.00000000,0.44897900,6.75195989,8.54070355,10.57969222,19323.00000000,0.44238594,6.99724747,8.52179187,10.28559877,19069.00000000,0.44923895
106,-1.17329368,8.90530814,9.19014484,25902.00000000,0.25720513,6.77230293,8.53153826,10.41135243,19366.00000000,0.44348976,6.43768419,8.56452538,10.44767497,19681.00000000,0.43558933,6.75718284,8.53090606,10.40727497,19379.00000000,0.44311618
107,-0.85696164,8.88343435,9.23351444,25729.00000000,0.26438129,6.72020571,8.55655271,10.29612313,19602.00000000,0.44153846,6.64013026,8.55415281,10.28629956,19749.00000000,0.43845432,6.73340518,8.55527066,10.26761954,19593.00000000,0.44179487
108,-1.48069129,8.86473555,14.87839490,16967.00000000,0.26863227,6.53223375,8.54283735,14.44193956,12858.00000000,0.44335253,6.53674607,8.54323849,14.03896526,12996.00000000,0.44225570,6.54422929,8.54084592,14.41500337,12853.00000000,0.44356899
109,-2.81069471,8.90560780,23.76165758,10586.00000000,0.26255660,5.38541095,8.59873400,18.15896588,8388.00000000,0.42287051,5.01938991,8.39972480,21.05564347,8197.00000000,0.43605091,5.75154792,8.57403330,18.12121368,8263.00000000,0.43147103
110,-1.01778169,8.88417477,9.39884799,25655.00000000,0.26155662,6.71229175,8.53201757,10.48178305,19293.00000000,0.44249552,6.49729285,8.55121177,10.56130966,19504.00000000,0.43727640,6.72265581,8.52941686,10.46317237,19289.00000000,0.44261111
111,-3.87894207,8.84955752,35.73412511,6285.00000000,0.27766923,6.31312697,8.44933302,20.58476969,4600.00000000,0.46173648,2.11329055,8.43122720,32.69127769,5060.00000000,0.40463584,6.40027951,8.45073719,20.51722975,4580.00000000,0.46407676
112,-0.45294545,8.81846788,9.40202096,25372.00000000,0.27421477,6.65740451,8.53909275,10.59666471,19363.00000000,0.44053742,6.42665523,8.55997475,10.51339392,19649.00000000,0.43615129,6.68289264,8.53660792,10.58322041,19345.00000000,0.44105750
113,-1.17838383,8.85306735,14.92332616,16949.00000000,0.27288717,6.88737244,8.50986402,14.19738823,12725.00000000,0.45067991,6.36428080,8.51051543,14.42884983,13050.00000000,0.43759697,6.87881718,8.50917332,14.20110864,12730.00000000,0.45046406
114,-2.29018692,8.82445596,23.86277842,10460.00000000,0.27737478,5.87547950,8.54638749,18.43363121,8181.00000000,0.43653144,4.51412071,8.48455927,21.36190352,8392.00000000,0.42790920,5.84868413,8.55038226,18.46417447,8188.00000000,0.43604931
115,-1.26175808,8.85215031,14.96088309,16889.00000000,0.27221408,6.34167890,8.57178743,14.51613198,12989.00000000,0.43743774,6.65473286,8.54509009,13.97349950,12870.00000000,0.44521079,6.32021339,8.56970852,14.53415385,12998.00000000,0.43704794
116,-1.25452212,8.82729349,14.79823738,16799.00000000,0.27612358,6.01871217,8.56252134,13.94643853,13292.00000000,0.43274155,6.28569264,8.54631890,14.06846772,13090.00000000,0.43937642,6.02504464,8.56269205,13.92975323,13287.00000000,0.43295493
117,0.53209440,8.25680272,50.07507806,1560.00000000,0.46938776,13.77764211,7.37238938,15.88759300,1020.00000000,0.63893805,2.51602041,8.01315789,47.77057615,1383.00000000,0.50817923,13.81583544,7.36814159,15.90662947,1016.00000000,0.64035398
118,1.58980811,8.14876608,49.22488844,1486.00000000,0.48348975,12.94231411,7.38336283,18.04149533,1044.00000000,0.63044248,2.47584220,8.01355207,48.23332708,1386.00000000,0.50570613,12.83563179,7.39150442,18.04326348,1053.00000000,0.62725664
119,-2.77869486,8.79255441,35.56969130,6126.00000000,0.29828179,5.76028684,8.55155109,20.08362260,4888.00000000,0.44251825,2.05354320,8.49799197,32.02094239,5243.00000000,0.39839357,5.77171535,8.54721715,20.07078169,4888.00000000,0.44251825
120,1.19830444,8.26031102,49.30207218,1550.00000000,0.47599730,12.58353077,7.43857193,16.35906599,1102.00000000,0.61428071,1.58729147,8.21226576,48.26857061,1511.00000000,0.48517888,12.61418133,7.42352118,16.46567399,1099.00000000,0.61533077
121,-2.03181672,8.79478759,24.91200336,10222.00000000,0.28577418,5.36001380,8.57746479,18.77737027,8120.00000000,0.43101394,4.82709885,8.42727336,21.58907877,8064.00000000,0.43635982,5.38019234,8.57900638,18.69675339,8116.00000000,0.43129423
122,0.00025153,8.79325247,9.95947464,24738.00000000,0.28727419,6.81603920,8.52830026,10.60311477,19306.00000000,0.44559630,6.48696297,8.55799686,10.59247315,19672.00000000,0.43866457,6.79543196,8.52855871,10.57763812,19324.00000000,0.44507940
123,-0.62572117,8.78764150,15.43592648,16663.00000000,0.29087582,6.06697397,8.55227526,14.60324394,13174.00000000,0.43551290,6.16904330,8.53074975,14.44374160,13099.00000000,0.43783529,6.08852615,8.54653355,14.57552755,13165.00000000,0.43589853
124,-1.65874413,8.78205393,24.54920929,10263.00000000,0.29215808,5.10337800,8.63256197,18.92328808,8417.00000000,0.42202843,4.97383636,8.46425383,21.06639543,8195.00000000,0.43719525,5.12679638,8.63091396,18.98758936,8406.00000000,0.42278377
125,0.44688627,8.78240485,7.93128170,30879.00000000,0.29033370,6.68818157,8.56417088,8.97490069,24442.00000000,0.43863114,6.75742115,8.53571757,9.03101461,24387.00000000,0.43948239,6.68105878,8.56757005,8.98591749,24446.00000000,0.43853927
126,-0.38276142,8.76443626,15.74183294,16377.00000000,0.29844928,6.43063759,8.54573066,13.78683799,13013.00000000,0.44331793,6.22496351,8.56729168,14.12438001,13141.00000000,0.43873062,6.42063849,8.54491786,13.80530569,13021.00000000,0.44297570
127,1.73283033,8.12968005,48.29725765,1505.00000000,0.48774677,11.62749150,7.52027926,15.76809516,1241.00000000,0.58743351,2.77893817,8.11683168,46.76460987,1503.00000000,0.50396040,11.95881106,7.48105053,15.72539671,1217.00000000,0.59541223
128,0.30541905,8.75744571,10.24622248,24664.00000000,0.29436672,6.66150966,8.54575832,10.77058639,19394.00000000,0.44133660,6.92188583,8.52515443,10.71113494,19232.00000000,0.44743571,6.67754785,8.54423160,10.72950616,19381.00000000,0.44171108
129,-0.25597995,8.75899250,15.68807687,16469.00000000,0.29811626,6.73252945,8.52222653,14.06758366,12841.00000000,0.44634157,6.23569072,8.53643243,14.52214036,13037.00000000,0.43623784,6.73657456,8.52244212,14.07473930,12839.00000000,0.44642780
130,-0.22975784,8.73290773,15.99436316,16207.00000000,0.30091015,6.55043220,8.48167449,14.51013044,12902.00000000,0.44433438,6.20629772,8.54823804,14.57900139,13062.00000000,0.43591294,6.59211264,8.47611870,14.49253290,12882.00000000,0.44519574
131,-0.07653425,8.72397818,16.04054641,16024.00000000,0.30620021,6.51301257,8.56798490,13.82057773,12966.00000000,0.44385348,6.75918294,8.51352990,14.24303237,12672.00000000,0.45135732,6.48434476,8.56764176,13.90475077,12978.00000000,0.44333877
132,-0.06141162,8.74689203,15.86949639,16363.00000000,0.30334639,6.27562223,8.57764895,14.36607131,13300.00000000,0.43720379,6.30464572,8.53829498,14.41204869,13255.00000000,0.43725057,6.28146759,8.57866452,14.32295945,13297.00000000,0.43733074
133,3.32287632,8.00343407,46.85448242,1385.00000000,0.52438187,13.13025868,7.44702216,15.81136056,1088.00000000,0.62326870,3.99354315,8.02241552,45.65021794,1388.00000000,0.53563065,13.23166536,7.43109418,15.80114380,1083.00000000,0.62500000
134,-0.08105760,8.73531291,15.95290962,16277.00000000,0.30656499,6.51023777,8.53596318,14.48956996,12885.00000000,0.44571109,6.51237613,8.50493732,14.31150404,12907.00000000,0.44586124,6.52630772,8.53269380,14.44939492,12880.00000000,0.44592618
135,0.97071725,8.72097713,10.36502845,24282.00000000,0.31026843,6.76280783,8.55623291,10.71890501,19596.00000000,0.44177302,6.81748863,8.55030175,10.67626073,19535.00000000,0.44389091,6.76097306,8.55685962,10.72130021,19596.00000000,0.44177302
136,-1.28709558,8.64526206,35.82746713,5763.00000000,0.33321763,6.02949048,8.48532602,19.72895736,4791.00000000,0.45289483,0.38044487,8.57477436,34.47115312,5542.00000000,0.36684565,6.05790697,8.49606029,19.83749716,4783.00000000,0.45380838
137,0.15646023,8.70933425,16.25021146,16028.00000000,0.31245710,6.82860842,8.53589402,14.00044939,12728.00000000,0.45253559,6.48993170,8.54245647,14.03727574,12946.00000000,0.44480659,6.82733922,8.53464665,14.00120276,12730.00000000,0.45244957
138,4.00939665,7.89901823,46.67185663,1319.00000000,0.53751753,13.37179628,7.31309231,15.06123998,1069.00000000,0.62478062,5.59639343,7.79316483,44.17227135,1216.00000000,0.56710573,13.21491691,7.32221832,15.13373222,1078.00000000,0.62162162
139,-0.47388188,8.68951223,25.63469636,9892.00000000,0.31656764,4.90476253,8.60178326,21.94111563,8568.00000000,0.41234568,5.96202698,8.47500000,20.03950557,7944.00000000,0.45289256,4.94725927,8.59910837,21.94672662,8552.00000000,0.41344307
140,-0.49207240,8.67751561,25.44756344,9779.00000000,0.32137405,4.96404853,8.56049417,21.40934464,8368.00000000,0.42245842,5.47569495,8.40122028,21.47947003,7850.00000000,0.44947051,4.95789210,8.56146042,21.42111826,8367.00000000,0.42252743
141,1.44089006,8.69047838,8.37965064,29786.00000000,0.31561050,6.92993922,8.55557598,9.17149915,24185.00000000,0.44435510,6.96710123,8.55192436,9.14751971,24168.00000000,0.44534459,6.95355266,8.55454211,9.14068889,24162.00000000,0.44488352
142,-0.59211485,8.61609514,35.43866729,5665.00000000,0.34591849,7.47151059,8.35251547,19.48027311,4423.00000000,0.48371659,0.82336752,8.51831117,35.09187067,5335.00000000,0.37777000,7.40292339,8.38636629,19.64246590,4429.00000000,0.48301623
143,-1.05565050,8.67680307,35.81730827,5871.00000000,0.33631020,4.35317832,8.50722865,26.73451355,5192.00000000,0.42259786,0.02775273,8.56703223,34.57493157,5740.00000000,0.35765443,4.34520378,8.52012900,26.61740776,5191.00000000,0.42270907
144,-0.18718858,8.66511181,25.33134698,9833.00000000,0.32549047,5.77347248,8.57766924,18.52195467,8236.00000000,0.43340671,4.82908248,8.45082024,21.76679939,8191.00000000,0.43303108,5.66194249,8.59012108,18.63287866,8272.00000000,0.43093010
145,1.62438439,8.68755729,8.63461258,29633.00000000,0.32096700,6.83792479,8.55157023,9.23605708,24264.00000000,0.44175774,6.81141379,8.55735176,9.23818764,24220.00000000,0.44225676,6.85736545,8.54860232,9.23051234,24246.00000000,0.44217186
146,2.02212018,8.65404273,8.81176541,29085.00000000,0.33039414,7.00666944,8.54612258,9.25898818,24130.00000000,0.44588605,7.07493202,8.55229874,9.26818954,23927.00000000,0.44777049,6.99828733,8.54706409,9.26483865,24135.00000000,0.44577124
147,4.99139139,7.79662185,44.34354662,1298.00000000,0.55256808,13.09633314,7.28807719,15.14890674,1099.00000000,0.62129566,6.41760173,7.86813187,42.11057286,1209.00000000,0.58482143,13.15138241,7.25706409,14.88271863,1098.00000000,0.62164025
148,-0.74753937,8.62458049,36.33017844,5676.00000000,0.34313158,5.08453582,8.49469190,26.44150643,4863.00000000,0.43884145,0.34825463,8.53108389,34.12093192,5489.00000000,0.36572683,5.06372583,8.49261482,26.42918251,4869.00000000,0.43814909
149,1.77679463,8.65628317,11.09772157,23246.00000000,0.33321860,6.84344978,8.55162098,10.95909827,19324.00000000,0.44412162,6.67540211,8.55925204,10.69373667,19555.00000000,0.43917059,6.84794010,8.54914708,10.93459439,19323.00000000,0.44415039
150,5.73686009,7.86489218,42.60747144,1297.00000000,0.56300539,13.11083281,7.31300105,14.71037281,1103.00000000,0.61554549,5.41134707,7.88569449,44.16614912,1246.00000000,0.56841011,13.09176639,7.29731614,14.54734091,1106.00000000,0.61449983
151,2.08003623,8.64121509,8.88753677,29211.00000000,0.33181600,6.97756753,8.54748284,9.32042205,24222.00000000,0.44572082,6.87427730,8.56929574,9.08060962,24403.00000000,0.44291748,6.98788740,8.54386728,9.30726904,24217.00000000,0.44583524
152,0.08050803,8.60462161,36.07084031,5553.00000000,0.35840555,5.53964087,8.48076032,25.91188442,4771.00000000,0.44703292,0.81446926,8.52249408,34.65681608,5567.00000000,0.37230804,5.56745532,8.46337506,26.03198207,4767.00000000,0.44749652
153,2.18820006,8.63667413,9.05865092,28799.00000000,0.33540258,6.92190767,8.55772814,9.28755073,24139.00000000,0.44471027,6.97385195,8.53549738,9.30781595,24117.00000000,0.44517806,6.93806974,8.55533574,9.27162985,24125.00000000,0.44503232
154,0.01175780,8.60235641,35.50944449,5666.00000000,0.35810581,6.77549282,8.42176634,20.12716988,4567.00000000,0.47067687,2.09548683,8.46278832,32.48448857,5288.00000000,0.39915919,6.84063460,8.41179879,20.10782415,4552.00000000,0.47241539
155,0.44321518,8.61891256,25.89260758,9471.00000000,0.34483951,5.31487657,8.50787512,22.27254766,8042.00000000,0.43453804,5.00490005,8.39182283,22.97359905,7863.00000000,0.44186542,5.29330234,8.50168753,22.31871122,8052.00000000,0.43383490
156,1.52701534,8.59660697,17.61560335,15312.00000000,0.34401508,6.54681269,8.54048827,14.97168862,12938.00000000,0.44390957,6.69624779,8.53313487,14.65084281,12773.00000000,0.44891708,6.64264040,8.53533053,14.84548512,12882.00000000,0.44631651
157,5.33090917,7.84946972,43.67235732,1293.00000000,0.55764625,13.76888964,7.19860384,15.00036050,1049.00000000,0.63385689,5.05997288,7.86153315,44.00711442,1287.00000000,0.55559392,13.61834754,7.23385689,14.86786766,1062.00000000,0.62931937
158,1.71841637,8.60048259,17.33335267,15148.00000000,0.34729404,6.96984105,8.54411255,14.33867495,12674.00000000,0.45134199,6.85866654,8.55306369,14.64193773,12733.00000000,0.44978826,6.69333604,8.54965368,15.11737975,12795.00000000,0.44610390
159,1.71799568,8.58856877,17.17490985,15412.00000000,0.34797140,6.74642831,8.57134989,13.66800566,13054.00000000,0.44691128,6.45209588,8.53372073,14.54521638,13185.00000000,0.44074483,6.75020484,8.57058724,13.66820943,13051.00000000,0.44703839
160,2.23173651,8.61843537,11.73693365,22849.00000000,0.34571330,6.78420043,8.55344138,11.04205681,19300.00000000,0.44442845,6.86509505,8.57242403,10.79604175,19330.00000000,0.44796664,6.76813878,8.55062034,11.00085184,19314.00000000,0.44402545
161,2.66678082,8.60142929,9.31009067,28406.00000000,0.34725861,6.92326936,8.55421106,9.42089926,24198.00000000,0.44438832,6.99861550,8.54461116,9.36862867,24194.00000000,0.44579086,6.95253668,8.55196087,9.39411522,24170.00000000,0.44503123
162,1.63273641,8.62303395,17.58654121,15216.00000000,0.34611087,7.14706633,8.51126943,14.08908825,12625.00000000,0.45487910,7.11910538,8.52812809,13.84447389,12690.00000000,0.45379417,7.09450099,8.51545769,14.11529355,12655.00000000,0.45358377
163,0.79520504,8.60371707,25.77899198,9555.00000000,0.34951324,5.96484477,8.53418597,18.33643356,8123.00000000,0.43843761,4.48503111,8.44615805,22.40041653,8403.00000000,0.42657295,5.97708025,8.53135154,18.36879912,8117.00000000,0.43885240
164,0.33750919,8.63909671,25.91404642,9528.00000000,0.34600865,5.41214281,8.56508088,18.74859260,8270.00000000,0.43553341,4.09903995,8.47123098,22.99224184,8284.00000000,0.42710927,5.41265722,8.55416013,18.71843040,8272.00000000,0.43539690
165,1.15955937,8.56165904,26.35341815,9248.00000000,0.35857955,6.47540171,8.51151719,17.97840328,7856.00000000,0.44997550,4.49998717,8.46124409,23.12185117,8224.00000000,0.42777623,6.09807080,8.53385143,18.52928380,7974.00000000,0.44171393
166,2.81014703,8.56480627,12.12152447,22215.00000000,0.35957680,7.09196126,8.54876677,11.14449195,19017.00000000,0.45140632,6.95572869,8.55416810,11.04999199,19243.00000000,0.44761167,7.08196499,8.54778595,11.13750509,19028.00000000,0.45108899
167,0.88433116,8.53711790,35.25948926,5409.00000000,0.37841875,6.35000686,8.42610723,25.08869752,4573.00000000,0.46701632,2.27613273,8.44863563,33.50044906,5169.00000000,0.40736070,6.39311054,8.42097902,24.98449414,4568.00000000,0.46759907
168,0.59481932,8.57928766,35.00775318,5525.00000000,0.37329855,6.54617661,8.47226353,19.87381277,4665.00000000,0.46643029,2.50322350,8.45305111,32.79329310,5218.00000000,0.41251970,6.58387174,8.44652865,19.77603221,4668.00000000,0.46608716
169,1.12142627,8.57609743,26.32935247,9312.00000000,0.35929545,5.64743808,8.57967731,18.63904620,8206.00000000,0.43659458,4.26455371,8.46311391,23.02907129,8417.00000000,0.42345366,5.63376300,8.57734295,18.72806774,8208.00000000,0.43645726
170,7.32082470,7.73841962,39.12336506,1189.00000000,0.59502725,13.23904185,7.22206897,15.62225397,1080.00000000,0.62758621,7.21528976,7.67373913,40.49027626,1161.00000000,0.59617391,13.26146539,7.24620690,15.76224788,1075.00000000,0.62931034
171,7.24526148,7.60486635,39.61442503,1188.00000000,0.59287183,13.29957722,7.26875000,13.41733302,1116.00000000,0.61250000,8.17830911,7.47050562,39.62010556,1107.00000000,0.61130618,13.19075384,7.29930556,13.65812773,1121.00000000,0.61076389
172,6.85155638,7.75898665,42.35985946,1189.00000000,0.59294762,13.47677206,7.25296581,12.32868010,1130.00000000,0.60572226,7.71935560,7.72792120,38.58251956,1177.00000000,0.60020380,13.37210277,7.28227495,12.29252905,1137.00000000,0.60327983
173,2.83232547,8.59070784,12.43263533,22177.00000000,0.36240009,6.86907470,8.53566276,11.50300868,19181.00000000,0.44656356,6.86549138,8.55965591,11.03495164,19311.00000000,0.44627957,6.83005484,8.53661492,11.49552207,19212.00000000,0.44566911
174,3.00972510,8.53784424,12.51237249,21979.00000000,0.36553894,7.02622137,8.54381666,10.97579806,19108.00000000,0.44917844,6.97781270,8.55308905,11.17434378,19148.00000000,0.44797763,7.00407237,8.54557509,10.94267240,19126.00000000,0.44865956
175,2.93888618,8.58395447,12.59257447,22042.00000000,0.36320564,6.96464465,8.55718719,11.08660997,19243.00000000,0.44700845,7.12245474,8.54884322,10.97836367,19105.00000000,0.45092686,6.90992781,8.56060693,11.11123932,19284.00000000,0.44583022
176,1.50538248,8.57820942,26.31307722,9268.00000000,0.36611723,4.76846474,8.52232635,22.27449082,8459.00000000,0.41710309,4.13195962,8.42987237,24.29371900,8368.00000000,0.42269748,4.64657370,8.53080209,22.48202900,8501.00000000,0.41420893
177,3.14162193,8.53790624,12.64423173,21770.00000000,0.36885745,7.08535722,8.55019399,11.16580210,19111.00000000,0.45075442,7.13671523,8.54827230,10.92048520,19106.00000000,0.45167030,7.10181488,8.54295157,11.09363116,19095.00000000,0.45121425
178,7.08434919,7.78833107,39.34077507,1199.00000000,0.59328358,13.21358804,7.21749739,13.38986782,1119.00000000,0.60996863,8.96272825,7.48708101,37.02174775,1057.00000000,0.63093575,12.99469621,7.24363890,13.54153460,1133.00000000,0.60508888
179,3.49453875,8.54472480,10.20543299,27416.00000000,0.36941371,7.08178802,8.57311724,9.56251206,23893.00000000,0.44837697,7.19443068,8.53892809,9.62381716,23793.00000000,0.45129376,7.06589374,8.57644180,9.56185788,23908.00000000,0.44803066
180,2.47613823,8.54693720,18.49895076,14679.00000000,0.37164505,6.89268593,8.56572851,13.43674567,12766.00000000,0.45229106,6.78901078,8.52683409,14.41413745,12761.00000000,0.45123420,6.86634652,8.56787369,13.47600744,12778.00000000,0.45177621
181,3.58373121,8.54112416,10.08993638,27548.00000000,0.37183901,6.82232463,8.53637035,9.97657043,24153.00000000,0.44260593,6.98776252,8.56792410,9.54123815,24218.00000000,0.44631916,7.09240468,8.54760916,9.61163226,23889.00000000,0.44869842
182,8.96606907,7.48939180,39.06733989,1047.00000000,0.62977369,13.61083150,7.19209622,14.69304546,1073.00000000,0.63127148,7.38648907,7.81468888,38.56436653,1193.00000000,0.59435566,13.49892686,7.14845361,14.26542749,1087.00000000,0.62646048
183,2.04079356,8.53430152,26.89386188,8958.00000000,0.38049793,6.05650569,8.53659045,18.48195745,8031.00000000,0.44186531,5.05736643,8.47686808,21.57367816,8146.00000000,0.44002200,5.97930842,8.54666759,18.48627356,8049.00000000,0.44061436
184,3.24205893,8.53883998,12.91331801,21773.00000000,0.37358306,6.92732511,8.56890643,11.14515825,19077.00000000,0.45056306,7.07877220,8.56016227,11.16417918,18991.00000000,0.45359075,6.90150660,8.56890643,11.15308920,19099.00000000,0.44992944
185,1.98326570,8.51624348,26.94170966,8940.00000000,0.37808696,6.40566128,8.54521516,18.04189262,7942.00000000,0.44965699,5.94720160,8.39581867,21.92934666,7672.00000000,0.45994650,6.34014920,8.54181969,18.10191370,7962.00000000,0.44827108
186,2.12693608,8.52396567,27.51227220,8875.00000000,0.38079955,5.95657185,8.48744237,21.23579433,8121.00000000,0.44120278,6.45609355,8.46322925,19.50719591,7801.00000000,0.46583128,5.86631679,8.50326842,21.30774660,8150.00000000,0.43920732
187,8.66789123,7.56884956,36.74170261,1081.00000000,0.61734513,13.13999628,7.24468085,16.26606844,1063.00000000,0.63520933,8.48936403,7.60960549,37.47561507,1108.00000000,0.61989708,13.10205332,7.31983528,16.38379149,1063.00000000,0.63520933
188,2.04357181,8.54356675,26.76524671,8984.00000000,0.38020007,5.30756954,8.52820159,21.92560469,8262.00000000,0.42961685,4.21602795,8.43491933,23.62174024,8415.00000000,0.42473339,5.32291619,8.53213669,22.06552991,8252.00000000,0.43030721
189,2.27140247,8.44697767,34.71436441,5077.00000000,0.40640711,7.34895116,8.42918356,19.10362347,4481.00000000,0.48106543,3.05342070,8.40914365,33.61099301,4989.00000000,0.42109538,7.27028330,8.43566879,19.10839355,4496.00000000,0.47932831
190,2.11687737,8.47748582,34.03185512,5136.00000000,0.40548675,6.64318481,8.47046002,20.36436026,4601.00000000,0.47218080,2.99644613,8.50544835,31.88954325,5089.00000000,0.42236095,6.45275894,8.48273489,20.55175766,4636.00000000,0.46816565
191,3.60994231,8.51809196,13.16785113,21546.00000000,0.38272454,7.05535633,8.55974933,10.99996796,19079.00000000,0.45154799,6.84444661,8.59771657,10.89752363,19404.00000000,0.44615385,7.05978785,8.55957685,11.03754785,19076.00000000,0.45163423
192,3.04295650,8.51636126,19.17239488,14110.00000000,0.38438045,6.47376532,8.54624228,15.18396802,12944.00000000,0.44474949,5.79327878,8.53276928,16.74241082,13267.00000000,0.43020959,6.49170582,8.54195264,15.25071332,12931.00000000,0.44530714
193,2.97139586,8.54710317,18.90465527,14364.00000000,0.38126212,6.18588370,8.57620754,15.63195770,13078.00000000,0.43549014,6.24478052,8.53574187,16.04363300,13088.00000000,0.43842787,6.16414336,8.57979022,15.64895489,13088.00000000,0.43505849
194,2.34586409,8.52215212,26.90112023,8879.00000000,0.38438605,6.98053226,8.44170530,18.02782882,7682.00000000,0.46045793,5.08449042,8.38513797,24.06963577,7961.00000000,0.44242891,6.94892278,8.44486585,18.05643124,7694.00000000,0.45961511
195,4.14679225,8.50879883,10.74766521,26773.00000000,0.38733152,7.12225407,8.56499748,9.58628258,24105.00000000,0.44832242,7.13017196,8.56727106,9.63199089,23986.00000000,0.44948359,7.11418158,8.56122122,9.55059667,24118.00000000,0.44802490
196,9.51262602,7.50836597,35.39726006,1030.00000000,0.63332147,13.09988209,7.32742156,14.25366584,1123.00000000,0.61698499,8.40516184,7.62622378,38.09886642,1097.00000000,0.61643357,13.11785251,7.31241473,14.16805381,1124.00000000,0.61664393
197,2.48149055,8.51652638,27.00590357,8910.00000000,0.39026894,6.11993016,8.51277824,19.13446046,8049.00000000,0.44703215,4.88947256,8.47773223,22.91805840,8094.00000000,0.43764330,6.06800000,8.52459467,19.15102690,8058.00000000,0.44641385
198,9.81663181,7.43889665,35.68290357,1015.00000000,0.64560056,13.18026861,7.29447853,12.08328046,1174.00000000,0.59986367,10.27602044,7.39819632,35.27611755,1008.00000000,0.65036420,13.25057823,7.27845944,12.51750603,1165.00000000,0.60293115
199,2.93946916,8.49961946,27.15161294,8663.00000000,0.40060887,6.27030129,8.51743942,18.75015487,7868.00000000,0.44894243,4.91828418,8.38797473,24.30586448,8060.00000000,0.44039436,6.29272074,8.50350189,18.71682333,7864.00000000,0.44922258
200,4.27257334,8.49963261,10.88358382,26550.00000000,0.39035591,7.03537613,8.58065626,9.60710389,24103.00000000,0.44731834,7.23479335,8.55832163,9.64938617,23770.00000000,0.45259425,7.03229429,8.58038110,9.59134406,24108.00000000,0.44720369
201,2.69299390,8.51216452,27.18089180,8678.00000000,0.39505054,6.41033552,8.55055640,18.03861726,7986.00000000,0.45143564,5.04933124,8.45580913,22.99426873,8111.00000000,0.43907331,6.39083352,8.55083116,17.98061706,7997.00000000,0.45068004
202,4.58080766,8.47335689,11.02280441,26225.00000000,0.39817790,7.08606096,8.56297281,9.64468721,24056.00000000,0.44853514,7.24569132,8.55230145,9.66204272,23839.00000000,0.45327156,7.11975233,8.56063454,9.60288201,24025.00000000,0.44924579
203,2.40395328,8.57609286,26.77971046,9039.00000000,0.38643769,6.27338008,8.55174075,18.38220369,8004.00000000,0.44929132,4.75172279,8.39786207,24.34642697,8191.00000000,0.43510345,6.29932138,8.55401128,18.30967809,7993.00000000,0.45004816
204,3.95940417,8.51456144,13.69621057,21240.00000000,0.39177000,7.08466689,8.58104538,11.03744397,19118.00000000,0.45094773,7.03374299,8.56904618,11.01459428,19183.00000000,0.44938144,6.87553631,8.57113728,11.54415189,19257.00000000,0.44695577
205,3.05538628,8.49941416,26.86187653,8671.00000000,0.40237094,6.51275712,8.53199750,18.33273255,7862.00000000,0.45489843,4.49830637,8.43468655,24.72145726,8251.00000000,0.43033692,6.41058501,8.53539486,18.46726782,7893.00000000,0.45274908
206,3.40715716,8.36538240,33.43199696,4976.00000000,0.42771708,8.37825512,8.34297189,18.41893983,4357.00000000,0.50005737,4.28566388,8.40978941,30.94424433,4869.00000000,0.44575982,8.26850179,8.34825014,18.50563391,4379.00000000,0.49753299
207,4.05092377,8.51960784,13.83042285,21139.00000000,0.39402018,7.07100914,8.57365650,10.98127748,19193.00000000,0.45078121,7.14143368,8.56855487,11.02272965,19100.00000000,0.45190542,7.09834503,8.57402850,10.98837703,19166.00000000,0.45155383
208,4.51967629,8.50175882,11.38592625,26183.00000000,0.39802276,7.13174359,8.58161951,9.61528190,23959.00000000,0.44883828,7.18270104,8.57946777,9.57952229,23924.00000000,0.45115852,7.14159719,8.58173453,9.58936557,23945.00000000,0.44916034
