step,qeco_qoe,qeco_delay,qeco_energy,qeco_drop,qeco_completion_rate,qeco_adapt_general_qoe,qeco_adapt_general_delay,qeco_adapt_general_energy,qeco_adapt_general_drop,qeco_adapt_general_completion_rate,qeco_adaptive_gate_qoe,qeco_adaptive_gate_delay,qeco_adaptive_gate_energy,qeco_adaptive_gate_drop,qeco_adaptive_gate_completion_rate,qeco_adapt2_qoe,qeco_adapt2_delay,qeco_adapt2_energy,qeco_adapt2_drop,qeco_adapt2_completion_rate
427,7.25427314,8.62177816,8.69083394,23713.00000000,0.45282322,7.78123607,8.59675153,7.85042937,23427.00000000,0.46026955,7.72977344,8.59975191,7.82990744,23513.00000000,0.45988101,7.74424543,8.59417118,8.07078676,23461.00000000,0.45948623
428,7.58480249,8.57736205,9.15006614,18776.00000000,0.46291370,7.92542957,8.59347079,7.84763794,18652.00000000,0.46586483,7.85364319,8.59882133,8.02231559,18627.00000000,0.46451056,7.88522684,8.58871707,8.28168023,18670.00000000,0.46534937
429,12.31802606,7.25571868,11.56258422,1180.00000000,0.59713213,10.17790533,7.94968344,7.38599759,1434.00000000,0.52215928,10.61264827,7.81220339,8.12142371,1347.00000000,0.54338983,9.77032045,7.95568144,7.32482650,1463.00000000,0.51249583
430,7.15891983,8.63643865,8.54446160,19246.00000000,0.45236740,7.91328129,8.60750385,7.18700524,18766.00000000,0.46416538,7.90699424,8.59581375,7.19984902,18801.00000000,0.46458778,7.86546274,8.60559077,7.33309968,18794.00000000,0.46336588
431,11.04270352,7.60805369,9.82877262,1310.00000000,0.56040268,9.93878682,8.09271078,7.02218340,1456.00000000,0.51091703,13.26931496,7.44665766,10.34519876,1180.00000000,0.60162053,10.06186485,8.07860262,6.94113988,1456.00000000,0.51091703
432,7.28599619,8.61297526,8.52394579,18990.00000000,0.45631012,7.87707752,8.58521762,7.36976336,18589.00000000,0.46455627,7.95404202,8.59490741,7.16486772,18698.00000000,0.46564929,7.79253841,8.59555837,7.61108170,18640.00000000,0.46308725
433,7.45623195,8.60818730,8.78008702,18777.00000000,0.45792315,8.03150430,8.58005461,7.99171096,18551.00000000,0.46684869,8.01563659,8.59225788,7.91172037,18536.00000000,0.46651317,8.03703117,8.57700819,7.94119251,18536.00000000,0.46727978
434,11.43815321,7.63623496,9.45194756,1207.00000000,0.57289455,10.15757492,7.95223042,7.11335037,1357.00000000,0.52335792,9.92002669,7.79944095,8.29404462,1339.00000000,0.53214535,10.35518201,7.89146470,7.52104618,1349.00000000,0.52616790
435,8.90845588,8.43551594,9.96800675,7294.00000000,0.49989715,8.77067426,8.42888004,9.34059320,7539.00000000,0.49105515,9.16684976,8.36671046,9.94840492,7152.00000000,0.50542839,8.94232759,8.42408695,9.31668007,7480.00000000,0.49503814
436,10.84259935,7.72922636,8.12504520,1250.00000000,0.55229226,10.97831896,7.85950413,7.33221209,1294.00000000,0.53503414,12.73358551,7.49272198,9.11200359,1122.00000000,0.59170306,11.19635175,7.84189723,7.53374570,1274.00000000,0.54222063
437,7.85637644,8.54903040,9.41948359,12451.00000000,0.47281734,8.05884757,8.56514002,8.69220187,12451.00000000,0.47248231,8.53932181,8.50362895,8.53472393,12038.00000000,0.48301482,7.99542431,8.58191755,8.91048003,12477.00000000,0.47138076
438,7.26285989,8.63016084,8.58268552,23863.00000000,0.45326032,7.65586628,8.59960008,7.90343693,23622.00000000,0.45707785,7.74184923,8.60724228,7.64619946,23479.00000000,0.45984310,7.64830014,8.61157462,7.86917304,23625.00000000,0.45700889
439,12.48551590,7.40394600,10.20665933,1171.00000000,0.59466944,9.49167420,8.06778523,6.92170986,1475.00000000,0.50503356,10.82809477,7.68949153,8.89225139,1311.00000000,0.55559322,10.04438736,7.94865772,7.55601137,1433.00000000,0.51912752
440,8.02675485,8.49706565,11.16952518,7523.00000000,0.48662481,8.62217479,8.46160594,9.03078742,7606.00000000,0.48677463,8.83643645,8.39525936,10.31375473,7247.00000000,0.50209550,8.48700216,8.48596491,9.59026164,7629.00000000,0.48522267
441,7.33331436,8.61517435,8.56017943,23741.00000000,0.45465613,7.59211786,8.61061174,7.80883339,23656.00000000,0.45617141,7.79363224,8.61013196,7.36697285,23645.00000000,0.46018447,7.67703199,8.60888756,7.60336942,23584.00000000,0.45782662
442,10.26500125,8.12644618,9.91445659,3967.00000000,0.53640294,10.29489096,8.10148285,7.87178461,4124.00000000,0.52224282,10.15579061,8.11744105,9.47191507,3995.00000000,0.53362129,10.40318717,8.09487952,7.63702705,4101.00000000,0.52490732
443,11.67806802,7.48893429,10.21703171,1249.00000000,0.57473613,9.13427594,8.18521031,6.34135095,1507.00000000,0.48880597,11.61233301,7.70221607,9.06629877,1243.00000000,0.56959834,9.19220564,8.18928087,6.41546586,1502.00000000,0.49050204
444,8.32935601,8.46592317,9.41651196,7498.00000000,0.48382211,9.53388311,8.38246436,7.74235799,7264.00000000,0.49969006,9.13800942,8.37452406,8.53726675,7236.00000000,0.49906542,9.62379184,8.37282182,7.74875917,7225.00000000,0.50237620
445,7.61247118,8.56090917,9.59668861,12492.00000000,0.46828978,7.98349853,8.57239345,8.53280043,12401.00000000,0.46988415,8.30716637,8.52415726,8.55108565,12317.00000000,0.47707396,7.97770995,8.56534006,8.69936968,12398.00000000,0.47001240
446,7.59089771,8.56411576,9.36219353,12431.00000000,0.46705252,8.16512958,8.50472712,7.71574323,12253.00000000,0.47344220,8.29079027,8.51893582,7.63203461,12184.00000000,0.47802245,8.23281094,8.50571551,7.70649326,12207.00000000,0.47541899
447,10.76736014,8.12086484,9.66136452,3862.00000000,0.54371456,10.58222596,8.13180751,7.78678436,4062.00000000,0.52323944,11.03788771,7.98457190,8.10126845,3908.00000000,0.53974797,10.71536388,8.10469484,7.93662637,4030.00000000,0.52699531
448,7.10489547,8.62601421,8.83502102,24014.00000000,0.44959890,7.31904642,8.63216969,8.01111936,23995.00000000,0.45036192,7.93202132,8.57721414,7.98538433,23135.00000000,0.46460392,7.44257843,8.62160986,7.75037831,23865.00000000,0.45333975
449,7.57145710,8.56540517,9.91467964,12442.00000000,0.46794954,8.22027671,8.53416176,8.49397004,12257.00000000,0.47659920,8.56710461,8.51531997,8.50443651,11962.00000000,0.48450765,8.10406918,8.54868050,8.65697538,12305.00000000,0.47454949
450,8.79289716,8.27192286,11.83778194,4256.00000000,0.51718661,9.48091316,8.23014006,8.42809170,4371.00000000,0.51025210,9.80837983,8.13737555,8.87205893,4248.00000000,0.52477906,9.39737123,8.20997199,8.32739440,4380.00000000,0.50924370
451,7.39830232,8.62351345,8.63879595,23625.00000000,0.45655924,7.31504970,8.64046750,7.67461356,23940.00000000,0.45029965,7.58176536,8.62504309,7.80453083,23674.00000000,0.45598272,7.27386464,8.64205185,7.70055108,23973.00000000,0.44954192
452,7.30120508,8.60967173,8.57375863,23867.00000000,0.45325636,7.56158752,8.62572380,7.84860122,23893.00000000,0.45531847,7.77884470,8.60910755,7.54034628,23603.00000000,0.45988558,7.55732727,8.62424201,7.79827529,23901.00000000,0.45513610
453,8.50325855,8.44750729,9.97224059,7302.00000000,0.49298709,9.16021760,8.35978253,7.91967355,7303.00000000,0.49741931,9.47817590,8.32939366,8.84578793,6992.00000000,0.51101476,9.15611174,8.37994632,8.11307953,7306.00000000,0.49721286
454,12.30186419,7.43331077,11.68967965,1198.00000000,0.59444821,9.25922081,7.97711208,7.68402857,1451.00000000,0.51161225,10.81140752,7.69162088,9.24184321,1285.00000000,0.55872253,9.49588515,7.90171659,7.94126939,1433.00000000,0.51767082
455,8.13486235,8.50147072,9.36280109,12058.00000000,0.47841509,8.68933421,8.47809111,8.52244634,11847.00000000,0.48603037,8.41527272,8.51077605,8.32711642,11985.00000000,0.47923003,8.62258642,8.48477223,8.53048907,11884.00000000,0.48442516
456,8.17185962,8.51584841,8.80494202,12106.00000000,0.47863910,8.40519991,8.51756652,7.53519998,12140.00000000,0.47730991,8.57316070,8.49414188,7.38472740,12124.00000000,0.47967898,8.50311846,8.50865409,7.40067283,12098.00000000,0.47911823
457,11.78231000,7.57910547,10.76545233,1260.00000000,0.57943925,10.42200622,7.90131801,7.53587745,1400.00000000,0.52686718,10.05375286,7.80068143,8.83311988,1377.00000000,0.53083475,10.48177524,7.87901318,7.64969046,1392.00000000,0.52957080
458,7.49944636,8.58051571,9.09409598,12556.00000000,0.46396858,8.49331452,8.49790777,7.66426365,12028.00000000,0.48112678,8.41579962,8.50729377,8.00791618,12062.00000000,0.48095873,8.39390209,8.51473189,7.90090705,12064.00000000,0.47957379
459,7.21250872,8.64441076,8.89911518,23843.00000000,0.45237603,7.60390490,8.63105194,7.98455523,23716.00000000,0.45659098,7.44477790,8.62541898,7.98172318,23982.00000000,0.45317737,7.61171997,8.62612561,7.99773863,23706.00000000,0.45682011
460,11.66933932,7.49655884,10.82345552,1214.00000000,0.58224363,9.18781376,8.09182644,6.87898087,1493.00000000,0.49781366,10.77285390,7.71255201,8.99307702,1295.00000000,0.55097087,9.68449089,7.92600067,7.83138013,1457.00000000,0.50992264
461,7.62229315,8.59873103,9.24787827,18815.00000000,0.46225957,7.66737396,8.61910314,8.21870707,19029.00000000,0.45889612,8.01099121,8.58978289,7.82972903,18811.00000000,0.46612743,7.62779020,8.62515995,8.19539961,19060.00000000,0.45801462
462,12.06097809,7.51331465,10.63741408,1168.00000000,0.59074982,9.66569223,7.94071816,7.31132148,1459.00000000,0.50575881,10.84238962,7.75785838,8.26847890,1321.00000000,0.54369603,9.89225402,7.87974255,7.67750842,1442.00000000,0.51151762
463,7.76060497,8.57032466,8.93419156,18519.00000000,0.46603425,7.79733671,8.60317279,7.96952577,18773.00000000,0.46243056,8.07551579,8.56579287,8.07313277,18555.00000000,0.46841427,7.87135211,8.60148331,7.82100150,18710.00000000,0.46423458
464,8.72193491,8.43994970,10.65525885,7175.00000000,0.49870747,9.16527931,8.39453316,9.68126016,7168.00000000,0.50017433,8.63124876,8.41776179,10.45132614,7291.00000000,0.49571172,9.40555597,8.39418451,9.65065315,7081.00000000,0.50624085
465,11.70283714,7.62679107,9.47505236,1322.00000000,0.55948017,9.90681664,8.02595674,6.76434156,1488.00000000,0.50482529,11.03411021,7.73776578,9.01984175,1342.00000000,0.54708066,10.15332957,7.93810316,7.18988532,1470.00000000,0.51081531
466,7.27769520,8.60331380,8.67778891,23701.00000000,0.45306226,7.40975048,8.63222497,7.89057845,23910.00000000,0.45245947,7.40482133,8.63655299,7.67341018,23983.00000000,0.45106432,7.35501827,8.63598058,7.89546225,23967.00000000,0.45115416
467,12.47282052,7.41298343,10.57996240,1180.00000000,0.59254144,9.59539428,8.00033278,7.33112687,1470.00000000,0.51081531,9.93996717,7.62425249,9.96032436,1382.00000000,0.54086379,9.38849720,8.07487521,6.97773621,1486.00000000,0.50549085
468,7.99394448,8.51634553,9.48818043,12056.00000000,0.47798225,8.48701210,8.48680453,8.61788240,11926.00000000,0.48403565,8.47809078,8.52317938,8.58346020,11934.00000000,0.48391282,8.39974949,8.50017306,8.67345299,11971.00000000,0.48208878
469,10.40226806,8.10284643,11.43516047,3885.00000000,0.54492210,11.06196066,8.09011830,10.20566762,3875.00000000,0.55056831,10.52853037,8.09667324,10.40579783,3944.00000000,0.54283065,10.98127774,8.09649733,10.30648676,3893.00000000,0.54848063
470,7.28214034,8.63533195,8.60002958,23759.00000000,0.45419251,7.73184448,8.60719871,7.79339272,23479.00000000,0.46000460,7.63818592,8.62115265,7.81720498,23650.00000000,0.45718286,7.74206054,8.60680773,7.80017803,23454.00000000,0.46057958
471,7.21689699,8.62799769,8.91684852,18869.00000000,0.45481075,7.85025262,8.59964494,7.80137122,18769.00000000,0.46257588,7.94955378,8.58700450,7.60313713,18664.00000000,0.46504629,7.79250991,8.59308785,8.04299980,18803.00000000,0.46160234
472,7.56209462,8.59329854,8.78649779,18637.00000000,0.46258543,7.93282221,8.57182400,8.07734521,18495.00000000,0.46672626,7.92722933,8.59539455,7.94385130,18503.00000000,0.46674160,7.92444097,8.56775849,8.08079672,18505.00000000,0.46643792
473,8.52918144,8.43788258,10.26782224,7283.00000000,0.49339176,8.75252617,8.46418496,9.55628193,7381.00000000,0.49212138,9.10830179,8.37601952,9.91467103,7097.00000000,0.50526316,8.80148486,8.44622583,9.44161733,7376.00000000,0.49246542
474,8.38955978,8.47075478,10.03518086,7403.00000000,0.48877840,9.56827778,8.34718452,8.10225340,7084.00000000,0.50692559,8.94735432,8.41922517,8.50803845,7243.00000000,0.49802481,9.48136692,8.34175541,8.06405691,7126.00000000,0.50400223
475,8.19694390,8.52792386,9.33297128,11919.00000000,0.48198531,8.53786792,8.49871845,8.50722054,11908.00000000,0.48268821,8.95770280,8.48147824,8.40252752,11609.00000000,0.49228078,8.50272573,8.49020374,8.80371813,11921.00000000,0.48212346
476,7.38663688,8.59529154,8.76591379,18771.00000000,0.45976515,7.91714378,8.58994641,7.84396888,18652.00000000,0.46545152,7.95548626,8.58247852,8.17811119,18535.00000000,0.46743097,7.83967453,8.59275499,7.78477606,18731.00000000,0.46318746
477,7.15832624,8.64715897,8.36195495,24202.00000000,0.45059136,7.47243740,8.64842579,7.72105595,24053.00000000,0.45361410,7.56643569,8.63680870,7.44886946,24026.00000000,0.45543971,7.38706870,8.65237836,7.73475797,24143.00000000,0.45156967
478,10.85975698,7.68460237,9.85366957,1337.00000000,0.54754653,9.92684378,8.07044152,7.06973446,1461.00000000,0.50758342,11.54455412,7.68300423,9.09808692,1248.00000000,0.55994358,9.23076306,8.23592855,6.44495235,1511.00000000,0.49073138
479,7.56196976,8.56724145,8.99411202,12479.00000000,0.46604767,8.47420687,8.48405148,7.64164227,12075.00000000,0.48022040,8.28794501,8.51133187,7.47764510,12181.00000000,0.47615361,8.40107188,8.49834273,7.77572386,12107.00000000,0.47884293
480,11.66586966,7.62852405,9.21522742,1318.00000000,0.56285240,8.59339099,8.22733161,6.69459982,1611.00000000,0.47830311,11.06093611,7.67660858,8.64225724,1360.00000000,0.54423592,8.42606929,8.26003886,6.52944183,1630.00000000,0.47215026
481,9.31561276,8.17141230,9.61791670,4245.00000000,0.51651481,9.66490846,8.19705549,8.16026555,4288.00000000,0.51438279,9.79607798,8.16208509,8.59307908,4191.00000000,0.52195734,9.56341845,8.19048698,7.96383479,4318.00000000,0.51098528
482,7.48073646,8.61082823,8.39878517,18754.00000000,0.46048733,7.82585253,8.60673518,7.13974565,18919.00000000,0.46144211,8.30159513,8.57299459,7.13033736,18313.00000000,0.47309817,7.73978924,8.62239176,7.46091399,18971.00000000,0.45996185
483,9.70302240,8.20701305,10.79792901,4053.00000000,0.52784250,10.77200304,8.03654834,8.43794693,3974.00000000,0.53596450,10.84369550,8.03539616,8.67581188,3863.00000000,0.54723394,10.89243196,8.03678188,8.18880142,3966.00000000,0.53689865
484,7.49764520,8.60523761,8.46175579,19007.00000000,0.45719100,8.17618788,8.57565477,7.23400491,18489.00000000,0.46844723,8.00125078,8.58279773,7.27006674,18785.00000000,0.46339304,8.13987522,8.57433229,7.36161822,18512.00000000,0.46778599
485,8.79403205,8.37903508,9.95170819,7107.00000000,0.50234577,9.52087037,8.32797698,8.11401478,7017.00000000,0.50761350,9.14969407,8.33863856,8.47239057,7206.00000000,0.50351385,9.74386872,8.33064346,8.02579456,6926.00000000,0.51399902
486,10.11647843,8.16421343,10.83738097,4012.00000000,0.53863845,10.69238248,8.09436345,8.05018334,4059.00000000,0.53403742,10.48118738,8.07864510,8.82874575,3971.00000000,0.53457571,10.53144616,8.12903226,7.96701742,4093.00000000,0.53013431
487,8.53953359,8.40592954,10.31619440,7232.00000000,0.49550052,8.88830537,8.38757171,8.32055938,7338.00000000,0.49277666,9.55200142,8.28834999,8.64655259,6996.00000000,0.51107694,9.14210332,8.37837838,8.07911255,7266.00000000,0.49775351
488,7.42166563,8.56859710,9.43899698,12505.00000000,0.46235866,8.25253268,8.54798522,7.72927285,12226.00000000,0.47478306,8.33067733,8.52289208,7.66901308,12160.00000000,0.47822356,8.26498404,8.55099235,7.65120938,12222.00000000,0.47495489
489,7.48107868,8.58110254,9.35707428,18663.00000000,0.46105865,7.63625124,8.61799874,8.47010637,18889.00000000,0.45966588,7.86085597,8.59852210,8.58988287,18598.00000000,0.46525202,7.66876312,8.60873048,8.46145385,18870.00000000,0.46020939
490,7.64518842,8.59454174,9.34212756,12514.00000000,0.46803265,8.31753041,8.51914439,7.68952303,12287.00000000,0.47435294,8.39186932,8.54150265,7.67992041,12216.00000000,0.47732329,8.15077336,8.54836364,7.87798594,12359.00000000,0.47127273
491,7.31214373,8.62836551,8.76847045,23770.00000000,0.45440356,7.40937034,8.64232824,7.88531996,23907.00000000,0.45193829,7.26141123,8.65008662,7.97446789,24158.00000000,0.44930245,7.44748533,8.63939387,7.65019599,23877.00000000,0.45262603
492,7.34967327,8.62464459,8.49879498,23796.00000000,0.45437036,7.71228059,8.61875429,7.67886309,23643.00000000,0.45859858,7.46104852,8.62182567,8.07511361,23925.00000000,0.45264242,7.56945651,8.63421113,7.77537717,23766.00000000,0.45578200
493,7.61053727,8.57891102,8.64336658,18682.00000000,0.46235755,8.00375168,8.57804962,7.19413450,18564.00000000,0.46691937,7.74638557,8.60825867,7.14176792,18798.00000000,0.46019986,7.95512639,8.58040432,7.50368721,18583.00000000,0.46637377
494,7.77605433,8.53790381,9.00656052,12323.00000000,0.47132009,8.46157600,8.51329401,7.43308496,12153.00000000,0.48050782,8.59645776,8.49256418,7.66801432,12050.00000000,0.48356405,8.53298170,8.51325126,7.71136403,12104.00000000,0.48260238
495,9.16144929,8.26477945,10.20388001,4262.00000000,0.51546157,9.95096840,8.12284310,8.04711971,4202.00000000,0.51982631,9.97652659,8.12200790,9.48818733,4045.00000000,0.52997908,10.02318153,8.12581419,8.47306031,4181.00000000,0.52222603
496,8.38064672,8.47143940,9.28318458,7433.00000000,0.48783849,9.08753447,8.37960970,7.50270273,7325.00000000,0.49128412,9.27202255,8.37342081,8.54335673,7118.00000000,0.50317582,9.06935990,8.37766512,7.75058040,7329.00000000,0.49100632
497,10.49121185,7.72059319,9.26741009,1350.00000000,0.54499494,10.56975631,8.00646698,7.04859312,1401.00000000,0.52314500,10.72233077,7.80816993,8.93194685,1400.00000000,0.54248366,10.42873038,8.03267529,7.00803278,1412.00000000,0.51940095
498,8.49803429,8.42675247,9.77140319,7342.00000000,0.49193827,9.27371289,8.37990450,8.03937644,7205.00000000,0.50141859,9.12507473,8.37251507,9.04786756,7149.00000000,0.50481402,9.27862660,8.38371047,8.60044541,7183.00000000,0.50294097
499,7.31698605,8.61271663,8.81403663,23681.00000000,0.45425424,7.58246527,8.61331738,8.13958044,23606.00000000,0.45685887,7.54667420,8.62550779,8.24584983,23735.00000000,0.45525694,7.47800900,8.62321108,8.16541737,23719.00000000,0.45425889
500,8.56642072,8.45717277,9.77498356,7256.00000000,0.49347295,9.38128014,8.40714873,8.01529347,7313.00000000,0.49924678,8.79816901,8.42510373,8.91418462,7336.00000000,0.49266943,9.39508812,8.39448096,7.65209108,7329.00000000,0.49815119
